[2024-01-05T11:21:06.657+0000] {taskinstance.py:1957} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: load_data_parquet.load_data_order_products__prior manual__2024-01-05T11:20:45.850362+00:00 [queued]>
[2024-01-05T11:21:06.673+0000] {taskinstance.py:1957} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: load_data_parquet.load_data_order_products__prior manual__2024-01-05T11:20:45.850362+00:00 [queued]>
[2024-01-05T11:21:06.673+0000] {taskinstance.py:2171} INFO - Starting attempt 1 of 1
[2024-01-05T11:21:06.699+0000] {taskinstance.py:2192} INFO - Executing <Task(PythonOperator): load_data_order_products__prior> on 2024-01-05 11:20:45.850362+00:00
[2024-01-05T11:21:06.706+0000] {standard_task_runner.py:60} INFO - Started process 464 to run task
[2024-01-05T11:21:06.711+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'load_data_parquet', 'load_data_order_products__prior', 'manual__2024-01-05T11:20:45.850362+00:00', '--job-id', '29', '--raw', '--subdir', 'DAGS_FOLDER/load_data_parquet.py', '--cfg-path', '/tmp/tmp2djpnfm3']
[2024-01-05T11:21:06.716+0000] {standard_task_runner.py:88} INFO - Job 29: Subtask load_data_order_products__prior
[2024-01-05T11:21:06.803+0000] {task_command.py:423} INFO - Running <TaskInstance: load_data_parquet.load_data_order_products__prior manual__2024-01-05T11:20:45.850362+00:00 [running]> on host edef6e683abd
[2024-01-05T11:21:06.952+0000] {taskinstance.py:2481} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='load_data_parquet' AIRFLOW_CTX_TASK_ID='load_data_order_products__prior' AIRFLOW_CTX_EXECUTION_DATE='2024-01-05T11:20:45.850362+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-01-05T11:20:45.850362+00:00'
[2024-01-05T11:21:06.977+0000] {logging_mixin.py:188} INFO - starting:order_products__prior
[2024-01-05T11:35:34.730+0000] {logging_mixin.py:188} INFO - loading chunk:1102
[2024-01-05T11:35:35.045+0000] {logging_mixin.py:188} INFO - loading chunk:1103
[2024-01-05T11:35:35.547+0000] {logging_mixin.py:188} INFO - loading chunk:1104
[2024-01-05T11:35:35.853+0000] {logging_mixin.py:188} INFO - loading chunk:1105
[2024-01-05T11:35:36.158+0000] {logging_mixin.py:188} INFO - loading chunk:1106
[2024-01-05T11:35:36.468+0000] {logging_mixin.py:188} INFO - loading chunk:1107
[2024-01-05T11:35:36.798+0000] {logging_mixin.py:188} INFO - loading chunk:1108
[2024-01-05T11:35:37.139+0000] {logging_mixin.py:188} INFO - loading chunk:1109
[2024-01-05T11:35:37.624+0000] {logging_mixin.py:188} INFO - loading chunk:1110
[2024-01-05T11:35:37.961+0000] {logging_mixin.py:188} INFO - loading chunk:1111
[2024-01-05T11:35:38.290+0000] {logging_mixin.py:188} INFO - loading chunk:1112
[2024-01-05T11:35:38.602+0000] {logging_mixin.py:188} INFO - loading chunk:1113
[2024-01-05T11:35:38.933+0000] {logging_mixin.py:188} INFO - loading chunk:1114
[2024-01-05T11:35:39.289+0000] {logging_mixin.py:188} INFO - loading chunk:1115
[2024-01-05T11:35:39.779+0000] {logging_mixin.py:188} INFO - loading chunk:1116
[2024-01-05T11:35:40.082+0000] {logging_mixin.py:188} INFO - loading chunk:1117
[2024-01-05T11:35:40.379+0000] {logging_mixin.py:188} INFO - loading chunk:1118
[2024-01-05T11:35:40.713+0000] {logging_mixin.py:188} INFO - loading chunk:1119
[2024-01-05T11:35:41.194+0000] {logging_mixin.py:188} INFO - loading chunk:1120
[2024-01-05T11:35:41.636+0000] {logging_mixin.py:188} INFO - loading chunk:1121
[2024-01-05T11:35:42.311+0000] {logging_mixin.py:188} INFO - loading chunk:1122
[2024-01-05T11:35:42.766+0000] {logging_mixin.py:188} INFO - loading chunk:1123
[2024-01-05T11:35:43.211+0000] {logging_mixin.py:188} INFO - loading chunk:1124
[2024-01-05T11:35:43.610+0000] {logging_mixin.py:188} INFO - loading chunk:1125
[2024-01-05T11:35:44.112+0000] {logging_mixin.py:188} INFO - loading chunk:1126
[2024-01-05T11:35:44.801+0000] {logging_mixin.py:188} INFO - loading chunk:1127
[2024-01-05T11:35:45.182+0000] {logging_mixin.py:188} INFO - loading chunk:1128
[2024-01-05T11:35:45.528+0000] {logging_mixin.py:188} INFO - loading chunk:1129
[2024-01-05T11:35:45.992+0000] {logging_mixin.py:188} INFO - loading chunk:1130
[2024-01-05T11:35:46.383+0000] {logging_mixin.py:188} INFO - loading chunk:1131
[2024-01-05T11:35:46.755+0000] {logging_mixin.py:188} INFO - loading chunk:1132
[2024-01-05T11:35:47.300+0000] {logging_mixin.py:188} INFO - loading chunk:1133
[2024-01-05T11:35:47.689+0000] {logging_mixin.py:188} INFO - loading chunk:1134
[2024-01-05T11:35:48.131+0000] {logging_mixin.py:188} INFO - loading chunk:1135
[2024-01-05T11:35:48.510+0000] {logging_mixin.py:188} INFO - loading chunk:1136
[2024-01-05T11:35:48.986+0000] {logging_mixin.py:188} INFO - loading chunk:1137
[2024-01-05T11:35:49.451+0000] {logging_mixin.py:188} INFO - loading chunk:1138
[2024-01-05T11:35:50.162+0000] {logging_mixin.py:188} INFO - loading chunk:1139
[2024-01-05T11:35:50.619+0000] {logging_mixin.py:188} INFO - loading chunk:1140
[2024-01-05T11:35:51.004+0000] {logging_mixin.py:188} INFO - loading chunk:1141
[2024-01-05T11:35:51.588+0000] {logging_mixin.py:188} INFO - loading chunk:1142
[2024-01-05T11:35:52.291+0000] {logging_mixin.py:188} INFO - loading chunk:1143
[2024-01-05T11:35:53.279+0000] {logging_mixin.py:188} INFO - loading chunk:1144
[2024-01-05T11:35:55.441+0000] {logging_mixin.py:188} INFO - loading chunk:1145
[2024-01-05T11:35:56.602+0000] {logging_mixin.py:188} INFO - loading chunk:1146
[2024-01-05T11:36:20.950+0000] {logging_mixin.py:188} INFO - loading chunk:1147
[2024-01-05T11:36:22.010+0000] {logging_mixin.py:188} INFO - loading chunk:1148
[2024-01-05T11:36:22.993+0000] {logging_mixin.py:188} INFO - loading chunk:1149
[2024-01-05T11:36:24.761+0000] {logging_mixin.py:188} INFO - loading chunk:1150
[2024-01-05T11:36:25.387+0000] {logging_mixin.py:188} INFO - loading chunk:1151
[2024-01-05T11:36:25.867+0000] {logging_mixin.py:188} INFO - loading chunk:1152
[2024-01-05T11:36:26.313+0000] {logging_mixin.py:188} INFO - loading chunk:1153
[2024-01-05T11:36:26.838+0000] {logging_mixin.py:188} INFO - loading chunk:1154
[2024-01-05T11:36:27.651+0000] {logging_mixin.py:188} INFO - loading chunk:1155
[2024-01-05T11:36:28.165+0000] {logging_mixin.py:188} INFO - loading chunk:1156
[2024-01-05T11:36:28.427+0000] {taskinstance.py:2699} ERROR - Task failed with exception
Traceback (most recent call last):
  File "/home/airflow/.local/lib/python3.8/site-packages/sqlalchemy/engine/base.py", line 1890, in _execute_context
    self.dialect.do_executemany(
  File "/home/airflow/.local/lib/python3.8/site-packages/sqlalchemy/dialects/postgresql/psycopg2.py", line 982, in do_executemany
    context._psycopg2_fetched_rows = xtras.execute_values(
  File "/home/airflow/.local/lib/python3.8/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
psycopg2.errors.UndefinedTable: relation "instacart.order_products__prior" does not exist
LINE 1: INSERT INTO instacart.order_products__prior (order_id, produ...
                    ^


The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/airflow/.local/lib/python3.8/site-packages/airflow/models/taskinstance.py", line 433, in _execute_task
    result = execute_callable(context=context, **execute_callable_kwargs)
  File "/home/airflow/.local/lib/python3.8/site-packages/airflow/operators/python.py", line 199, in execute
    return_value = self.execute_callable()
  File "/home/airflow/.local/lib/python3.8/site-packages/airflow/operators/python.py", line 216, in execute_callable
    return self.python_callable(*self.op_args, **self.op_kwargs)
  File "/opt/airflow/dags/load_data_parquet.py", line 42, in load_data
    df.to_sql(table_name, engine, if_exists='append', index=False, schema=schemaName)
  File "/home/airflow/.local/lib/python3.8/site-packages/pandas/core/generic.py", line 2878, in to_sql
    return sql.to_sql(
  File "/home/airflow/.local/lib/python3.8/site-packages/pandas/io/sql.py", line 769, in to_sql
    return pandas_sql.to_sql(
  File "/home/airflow/.local/lib/python3.8/site-packages/pandas/io/sql.py", line 1920, in to_sql
    total_inserted = sql_engine.insert_records(
  File "/home/airflow/.local/lib/python3.8/site-packages/pandas/io/sql.py", line 1470, in insert_records
    raise err
  File "/home/airflow/.local/lib/python3.8/site-packages/pandas/io/sql.py", line 1461, in insert_records
    return table.insert(chunksize=chunksize, method=method)
  File "/home/airflow/.local/lib/python3.8/site-packages/pandas/io/sql.py", line 1023, in insert
    num_inserted = exec_insert(conn, keys, chunk_iter)
  File "/home/airflow/.local/lib/python3.8/site-packages/pandas/io/sql.py", line 929, in _execute_insert
    result = conn.execute(self.table.insert(), data)
  File "/home/airflow/.local/lib/python3.8/site-packages/sqlalchemy/engine/base.py", line 1385, in execute
    return meth(self, multiparams, params, _EMPTY_EXECUTION_OPTS)
  File "/home/airflow/.local/lib/python3.8/site-packages/sqlalchemy/sql/elements.py", line 334, in _execute_on_connection
    return connection._execute_clauseelement(
  File "/home/airflow/.local/lib/python3.8/site-packages/sqlalchemy/engine/base.py", line 1577, in _execute_clauseelement
    ret = self._execute_context(
  File "/home/airflow/.local/lib/python3.8/site-packages/sqlalchemy/engine/base.py", line 1953, in _execute_context
    self._handle_dbapi_exception(
  File "/home/airflow/.local/lib/python3.8/site-packages/sqlalchemy/engine/base.py", line 2134, in _handle_dbapi_exception
    util.raise_(
  File "/home/airflow/.local/lib/python3.8/site-packages/sqlalchemy/util/compat.py", line 211, in raise_
    raise exception
  File "/home/airflow/.local/lib/python3.8/site-packages/sqlalchemy/engine/base.py", line 1890, in _execute_context
    self.dialect.do_executemany(
  File "/home/airflow/.local/lib/python3.8/site-packages/sqlalchemy/dialects/postgresql/psycopg2.py", line 982, in do_executemany
    context._psycopg2_fetched_rows = xtras.execute_values(
  File "/home/airflow/.local/lib/python3.8/site-packages/psycopg2/extras.py", line 1299, in execute_values
    cur.execute(b''.join(parts))
sqlalchemy.exc.ProgrammingError: (psycopg2.errors.UndefinedTable) relation "instacart.order_products__prior" does not exist
LINE 1: INSERT INTO instacart.order_products__prior (order_id, produ...
                    ^

[SQL: INSERT INTO instacart.order_products__prior (order_id, product_id, add_to_cart_order, reordered) VALUES (%(order_id)s, %(product_id)s, %(add_to_cart_order)s, %(reordered)s)]
[parameters: ({'order_id': 1220386, 'product_id': 31766, 'add_to_cart_order': 3, 'reordered': 1}, {'order_id': 1220386, 'product_id': 7412, 'add_to_cart_order': 4, 'reordered': 0}, {'order_id': 1220386, 'product_id': 20118, 'add_to_cart_order': 5, 'reordered': 1}, {'order_id': 1220386, 'product_id': 13702, 'add_to_cart_order': 6, 'reordered': 1}, {'order_id': 1220386, 'product_id': 42450, 'add_to_cart_order': 7, 'reordered': 0}, {'order_id': 1220386, 'product_id': 49158, 'add_to_cart_order': 8, 'reordered': 0}, {'order_id': 1220386, 'product_id': 24489, 'add_to_cart_order': 9, 'reordered': 0}, {'order_id': 1220386, 'product_id': 17948, 'add_to_cart_order': 10, 'reordered': 0}  ... displaying 10 of 10000 total bound parameter sets ...  {'order_id': 1221467, 'product_id': 10749, 'add_to_cart_order': 5, 'reordered': 1}, {'order_id': 1221467, 'product_id': 27845, 'add_to_cart_order': 6, 'reordered': 1})]
(Background on this error at: https://sqlalche.me/e/14/f405)
[2024-01-05T11:36:28.537+0000] {taskinstance.py:1138} INFO - Marking task as FAILED. dag_id=load_data_parquet, task_id=load_data_order_products__prior, execution_date=20240105T112045, start_date=20240105T112106, end_date=20240105T113628
[2024-01-05T11:36:28.600+0000] {standard_task_runner.py:107} ERROR - Failed to execute job 29 for task load_data_order_products__prior ((psycopg2.errors.UndefinedTable) relation "instacart.order_products__prior" does not exist
LINE 1: INSERT INTO instacart.order_products__prior (order_id, produ...
                    ^

[SQL: INSERT INTO instacart.order_products__prior (order_id, product_id, add_to_cart_order, reordered) VALUES (%(order_id)s, %(product_id)s, %(add_to_cart_order)s, %(reordered)s)]
[parameters: ({'order_id': 1220386, 'product_id': 31766, 'add_to_cart_order': 3, 'reordered': 1}, {'order_id': 1220386, 'product_id': 7412, 'add_to_cart_order': 4, 'reordered': 0}, {'order_id': 1220386, 'product_id': 20118, 'add_to_cart_order': 5, 'reordered': 1}, {'order_id': 1220386, 'product_id': 13702, 'add_to_cart_order': 6, 'reordered': 1}, {'order_id': 1220386, 'product_id': 42450, 'add_to_cart_order': 7, 'reordered': 0}, {'order_id': 1220386, 'product_id': 49158, 'add_to_cart_order': 8, 'reordered': 0}, {'order_id': 1220386, 'product_id': 24489, 'add_to_cart_order': 9, 'reordered': 0}, {'order_id': 1220386, 'product_id': 17948, 'add_to_cart_order': 10, 'reordered': 0}  ... displaying 10 of 10000 total bound parameter sets ...  {'order_id': 1221467, 'product_id': 10749, 'add_to_cart_order': 5, 'reordered': 1}, {'order_id': 1221467, 'product_id': 27845, 'add_to_cart_order': 6, 'reordered': 1})]
(Background on this error at: https://sqlalche.me/e/14/f405); 464)
[2024-01-05T11:36:28.652+0000] {local_task_job_runner.py:234} INFO - Task exited with return code 1
[2024-01-05T11:36:29.031+0000] {taskinstance.py:3281} INFO - 0 downstream tasks scheduled from follow-on schedule check
